InventoryID,Glottocode,LanguageName,Macroarea,Source,n_segments
2235,nort2671,Northern Saami,Eurasia,ph,74
965,nort2684,Northern Khmer,Eurasia,ph,43
2372,nort2686,Northern Altai,Eurasia,ea,34
603,nort2690,UZBEK,Eurasia,upsid,30
2296,nort2697,North Azerbaijani,Eurasia,ea,39
187,nort2697,Azerbaijani,Eurasia,spa,34
236,nort2697,AZERBAIJANI,Eurasia,upsid,33
2445,nort2699,Kolami,Eurasia,ea,26
1744,nort2699,Kolami,Eurasia,ra,34
2429,nort2722,Northern Qiang,Eurasia,ea,73
2486,nort2722,Northern Qiang,Eurasia,ea,63
309,nort2735,KAM,Eurasia,upsid,27
2518,nort2740,Northern Thai,Eurasia,ea,33
2314,nort2741,Northeastern Thai,Eurasia,ea,32
2414,nort2741,Northeastern Thai,Eurasia,ea,32
2422,nort2741,Northeastern Thai,Eurasia,ea,32
2492,nort2741,Northeastern Thai,Eurasia,ea,32
2496,nort2741,Northeastern Thai,Eurasia,ea,33
2286,nort2745,Tundra Yukaghir,Eurasia,ea,39
193,nort2745,Yukaghir,Eurasia,spa,32
634,nort2745,YUKAGHIR,Eurasia,upsid,26
749,nort2765,Kisiei,Africa,aa,42
801,nort2774,Ngbandi,Africa,aa,31
719,nort2775,Gbaya,Africa,aa,53
689,nort2780,Dagara,Africa,aa,41
797,nort2784,Nʋni,Africa,aa,54
835,nort2787,Toussian,Africa,aa,35
1491,nort2795,Ndebele,Africa,ph,68
725,nort2810,Grebo,Africa,aa,36
307,nort2815,DINKA,Africa,upsid,32
681,nort2819,Bobo,Africa,aa,40
1512,nort2819,"Bobo, North",Africa,ph,37
243,nort2819,BOBO-FING,Africa,upsid,33
1689,nort2828,North Maluku Malay,Papunesia,ph,27
1205,nort2845,North Marquesan,Papunesia,ph,22
1077,nort2943,Iñupiaq; Iñupiat; Inupiat; Inupiaq,North America,ph,27
82,nort2952,Maidu,North America,spa,24
498,nort2952,MAIDU,North America,upsid,23
966,nort2954,Northern Paiute,North America,ph,24
486,nort2957,NAHUATL,North America,upsid,20
1135,nort2966,Northern Pomo,North America,ph,39
1904,nort2972,Northern Emberá,South America,saphon,32
2033,nort2976,Bolivian Quechua,South America,saphon,28
2035,nort2979,Huaylas-Conchucos Quechua,South America,saphon,23
2030,nort2980,North Junín Quechua,South America,saphon,25
2031,nort2980,North Junín Quechua,South America,saphon,25
2037,nort2980,Yaru Quechua,South America,saphon,22
1132,nort2984,Northern Pame,North America,ph,54
1624,nort3047,Gisiga,Africa,ph,37
2441,norw1258,Norwegian,Eurasia,ea,40
159,norw1259,Norwegian,Eurasia,spa,48
499,norw1259,NORWEGIAN,Eurasia,upsid,46
672,ntch1242,Bassar,Africa,aa,30
1264,ntch1242,N'cam,Africa,ph,43
1453,ntch1242,Basari,Africa,ph,30
1662,ntom1248,Bokala-Nkole,Africa,ph,30
967,nubi1253,Nubi,Africa,ph,35
171,nucl1235,Armenian,Eurasia,spa,37
362,nucl1235,ARMENIAN,Eurasia,upsid,36
478,nucl1240,MUMUYE,Africa,upsid,34
1028,nucl1290,Wa,Eurasia,ph,49
2416,nucl1301,Turkish,Eurasia,ea,38
2217,nucl1301,Turkish,Eurasia,ph,36
186,nucl1301,Turkish,Eurasia,spa,40
597,nucl1301,TURKISH,Eurasia,upsid,33
2428,nucl1302,Georgian,Eurasia,ea,33
2183,nucl1302,georgian,Eurasia,ph,33
5,nucl1302,Georgian,Eurasia,spa,35
390,nucl1302,GEORGIAN,Eurasia,upsid,34
2277,nucl1305,Kannada,Eurasia,ea,44
1734,nucl1305,Kannada,Eurasia,ra,47
2338,nucl1310,Burmese,Eurasia,ea,54
2164,nucl1310,Burmese,Eurasia,ph,56
22,nucl1310,Burmese,Eurasia,spa,50
476,nucl1310,BURMESE,Eurasia,upsid,46
2643,nucl1327,Limilngan,Australia,er,25
570,nucl1339,TEMEIN,Africa,upsid,25
841,nucl1347,Wolof,Africa,aa,54
138,nucl1347,Wolof,Africa,spa,40
618,nucl1347,WOLOF,Africa,upsid,40
732,nucl1417,Igbo,Africa,aa,36
2192,nucl1417,Igbo,Africa,ph,35
143,nucl1417,Igbo,Africa,spa,65
365,nucl1417,IGBO,Africa,upsid,59
671,nucl1418,Bassa,Africa,aa,36
1565,nucl1440,Masalit,Africa,ph,45
644,nucl1454,YAWA,Papunesia,upsid,19
1691,nucl1460,Madurese,Papunesia,ph,35
610,nucl1620,WAHGI,Papunesia,upsid,23
52,nucl1632,Sentani,Papunesia,spa,17
540,nucl1632,SENTANI,Papunesia,upsid,17
495,nucl1633,NIMBORAN,Papunesia,upsid,18
1013,nucl1634,Skou,Papunesia,ph,23
2196,nucl1643,Japanese,Eurasia,ph,21
197,nucl1643,Japanese,Eurasia,spa,40
384,nucl1643,JAPANESE,Eurasia,upsid,20
592,nucl1649,TSIMSHIAN,North America,upsid,41
1952,nucl1668,Katukína,South America,saphon,20
687,nucl1683,Daba,Africa,aa,47
1576,nucl1683,Daba,Africa,ph,46
1195,nucl1695,Bole,Africa,ph,38
1567,nucl1696,Tangale,Africa,ph,60
968,nuer1246,Nuer,Africa,ph,48
1534,nuer1246,Nuer,Africa,ph,48
2933,nugu1241,Nukunu,Australia,er,28
805,nugu1242,Nugunu,Africa,aa,26
1629,nugu1242,Nugunu,Africa,ph,35
1951,nuka1242,Nukak,South America,saphon,24
2009,nuku1263,Nukini,South America,saphon,20
502,nung1283,LUNGCHOW,Eurasia,upsid,32
2665,nung1290,Wubuy,Australia,er,25
49,nung1290,Nunggubuyu,Australia,spa,24
503,nung1290,NUNGGUBUYU,Australia,upsid,23
2685,nung1291,Nungali,Australia,er,17
806,nupe1254,Nupe,Africa,aa,38
964,nuuc1236,Nootka,North America,ph,47
70,nuuc1236,Nootka,North America,spa,47
500,nuuc1236,TSESHAHT,North America,upsid,42
803,nyab1255,Niaboua,Africa,aa,44
274,nyah1250,NYAH KUR,Eurasia,upsid,50
2845,nyam1271,Nyamal,Australia,er,23
970,nyam1276,Kinyamwezi,Africa,ph,53
1392,nyam1277,Kinyambo,Africa,ph,33
1376,nyam1285,Nyam,Africa,ph,56
2827,nyan1301,Nyangumarta,Australia,er,21
45,nyan1301,Nyangumata,Australia,spa,27
990,nyan1307,Runyankore,Africa,ph,28
505,nyan1313,NYANGI,Africa,upsid,25
2426,nyaw1245,Nyaw,Eurasia,ea,31
2628,nyaw1245,Nyaw,Eurasia,ea,31
2862,nyaw1247,Nyawaygi,Australia,er,18
971,nyeu1238,Nyeu,Eurasia,ph,40
2693,nyig1240,Nyikina,Australia,er,20
21,nyis1236,Dafla,Eurasia,spa,27
302,nyis1236,DAFLA,Eurasia,upsid,24
1447,nyol1238,Nyole,Africa,ph,36
1181,nyon1241,Bali-Kumbat,Africa,ph,42
2701,nyul1247,Nyulnyul,Australia,er,20
2864,nyun1247,Balardung,Australia,er,22
2868,nyun1247,Minang,Australia,er,22
2872,nyun1247,Wiilman,Australia,er,22
2873,nyun1247,Wudjari,Australia,er,22
2874,nyun1247,Yuwat,Australia,er,22
1399,nzim1238,Nzema,Africa,ph,40
972,obol1243,Obolo,Africa,ph,37
2131,ocai1244,Ocaina,South America,saphon,35
117,ocai1244,Ocaina,South America,spa,38
506,ocai1244,OCAINA,South America,upsid,34
2478,occi1239,Occitan,Eurasia,ea,58
1968,ofay1240,Ofayé,South America,saphon,24
507,ogbi1239,OGBIA,Africa,upsid,34
1382,okoo1245,Oko,Africa,ph,30
975,okuu1243,Oku,Africa,ph,29
1314,olub1238,Lulubo,Africa,ph,46
1207,olut1240,Oluta Popoluca; Olutec,North America,ph,32
2098,omag1248,Omagua,South America,saphon,18
1907,onaa1245,Chon,South America,saphon,29
77,onei1249,Oneida,North America,spa,22
1206,onge1236,Öñge; Ong; Onge,Eurasia,ph,24
1486,opuu1239,Opo,Africa,ph,25
2057,orej1242,Máíhɨki,South America,saphon,20
2495,oriy1255,Oriya,Eurasia,ea,42
1775,oriy1255,Oriya,Eurasia,ra,43
1631,orma1241,Orma,Africa,ph,33
510,ormu1247,ORMURI,Eurasia,upsid,31
929,orok1266,Lukundu,Africa,ph,29
978,orok1269,Orokaiva,Papunesia,ph,17
1889,orow1243,Oro Win,South America,saphon,18
2283,osse1243,Iron Ossetic,Eurasia,ea,39
2324,osse1243,Iron Ossetic,Eurasia,ea,47
2351,osse1243,Iron Ossetic,Eurasia,ea,44
2389,osse1243,Iron Ossetic,Eurasia,ea,47
2408,osse1243,Iron Ossetic,Eurasia,ea,47
2424,osse1243,Iron Ossetic,Eurasia,ea,47
2432,osse1243,Iron Ossetic,Eurasia,ea,40
2476,osse1243,Iron Ossetic,Eurasia,ea,44
2509,osse1243,Iron Ossetic,Eurasia,ea,43
2626,osse1243,Iron Ossetic,Eurasia,ea,46
976,osse1243,Ossetian,Eurasia,ph,39
1374,otor1240,Otoro,Africa,ph,44
1366,otuh1238,Otuho,Africa,ph,56
2930,oyka1239,Oykangand,Australia,er,28
2152,paca1246,Pacahuara,South America,saphon,20
511,paco1243,PACOH,Eurasia,upsid,33
1934,paez1247,Páez,South America,saphon,49
102,paez1247,Paez,South America,spa,39
513,paez1247,PAEZ,South America,upsid,37
1070,pagi1243,Pagibete; Apakabeti; Apakibeti; Apagibete;Apagibeti; Pagabete,Africa,ph,51
1776,pait1244,Paite,Eurasia,ra,30
2099,pait1247,Pai Tavytera,South America,saphon,27
2397,paiw1248,Paiwan,Papunesia,ea,25
522,paiw1248,PAIWAN,Papunesia,upsid,26
2901,paka1251,Bakanh,Australia,er,31
977,pala1344,Palauan,Papunesia,ph,22
1826,pali1279,Palikúr,South America,saphon,24
2877,pall1243,Pallanganmiddang,Australia,er,25
1324,palo1243,Ndut-Falor,Africa,ph,43
2529,pamp1243,Kapampangan,Papunesia,ea,22
1697,pamp1243,Kapampangan,Papunesia,ph,22
1633,pana1294,Pana,Africa,ph,66
1133,pana1305,Panamint,North America,ph,36
1969,pana1307,Panará,South America,saphon,26
807,pand1265,Pandikeri,Africa,aa,38
1388,pang1287,Pangwa,Africa,ph,35
1699,pang1290,Pagasinan,Papunesia,ph,21
2479,panj1256,Panjabi,Eurasia,ea,44
1780,panj1256,Punjabi,Eurasia,ra,54
175,panj1256,Punjabi,Eurasia,spa,73
2004,pano1254,Katukína,South America,saphon,19
2010,pano1255,Panobo,South America,saphon,18
2848,pany1241,Panyjima,Australia,er,25
1043,paok1235,"Pa-O, Taungthu",Eurasia,ph,34
84,papa1238,Totonac,North America,spa,26
585,papa1238,TOTONAC,North America,upsid,22
520,para1301,PARAUK,Eurasia,upsid,77
1864,para1310,"Arára, Pará",South America,saphon,17
2084,para1311,Paraguayan Guaraní,South America,saphon,30
119,para1311,Guarani,South America,spa,36
345,para1311,GUARANI,South America,upsid,36
2100,para1312,Parakanã,South America,saphon,17
1958,para1315,Gavião do Pará,South America,saphon,21
1970,para1315,Parkateje,South America,saphon,26
1827,para1316,Paraujano,South America,saphon,25
2364,pare1266,Gorum,Eurasia,ea,26
1828,pare1272,Paresí,South America,saphon,19
808,park1239,Podoko,Africa,aa,35
1172,pate1247,Patep,Papunesia,ph,44
1778,patt1248,Pat̩t̩an̩i,Eurasia,ra,44
1849,paum1247,Paumarí,South America,saphon,28
512,pech1241,PAYA,North America,upsid,28
1883,pemo1245,Pémono,South America,saphon,19
1881,pemo1248,Pemon,South America,saphon,21
1882,pemo1248,Pemon,South America,saphon,17
1779,peng1244,Pengo,Eurasia,ra,32
1361,pero1241,Pero,Africa,ph,30
1171,peta1245,Petats,Papunesia,ph,30
446,peve1243,LAME,Africa,upsid,38
985,phai1238,Pray,Eurasia,ph,35
1036,phal1254,Palula (Phalura),Eurasia,ph,40
2517,phut1244,Phu Tai,Eurasia,ea,30
2531,phut1244,Phu Tai,Eurasia,ea,29
1829,piap1246,Piapoco,South America,saphon,19
2042,piar1243,Piaroa,South America,saphon,30
1809,pich1237,Ashéninka,South America,saphon,30
92,picu1248,Tiwa,North America,spa,41
598,picu1248,PICURIS,North America,upsid,38
1073,pila1245,Pilaga; Pilagá,South America,ph,22
1917,pila1245,Pilagá,South America,saphon,22
2869,pinj1244,Pinjarup,Australia,er,22
2963,pint1250,Pintupi,Australia,er,23
1632,piny1238,Pinyin,Africa,ph,66
1989,pira1253,Pirahã,South America,saphon,11
477,pira1253,PIRAHA,South America,upsid,11
2058,pira1254,Piratapuyo,South America,saphon,24
2753,pirl1238,Pirlatapa,Australia,er,25
2766,pirr1240,Pirriya,Australia,er,24
2143,pisa1245,Pisamira,South America,saphon,17
2497,pite1240,Pite Saami,Eurasia,ea,54
2234,pite1240,Pite Saami,Eurasia,ph,52
2960,pitj1243,Ngalia,Australia,er,23
2964,pitj1243,Pitjantjatjara,Australia,er,23
2226,pitj1243,Pitjantjatjara,Australia,ph,25
2763,pitt1247,Pitta Pitta,Australia,er,26
31,plat1254,Malagasy,Africa,spa,36
517,plat1254,MALAGASY,Africa,upsid,25
2224,plau1238,Mennonite Plautdietsch,North America,ph,55
2627,pnar1238,Pnar,Eurasia,ea,39
519,pohn1238,POHNPEIAN,Papunesia,upsid,20
1394,poko1263,Pokot,Africa,ph,39
2604,poli1260,Polish,Eurasia,ea,35
1046,poli1260,Polish,Eurasia,ph,37
378,popt1235,JACALTEC,North America,upsid,32
2623,port1283,Portuguese,Eurasia,ea,41
2206,port1283,Portuguese (European),Eurasia,ph,47
2207,port1283,Portuguese (Brazilian),Eurasia,ph,47
163,port1283,Portuguese,Eurasia,spa,38
2543,pott1240,Gadaba,Eurasia,ea,39
1774,pott1240,Ollari,Eurasia,ra,34
2011,poya1241,Poyanáwa,South America,saphon,21
1454,prin1242,Principense,Africa,ph,31
2954,pudi1238,Putijarra,Australia,er,23
1906,puel1244,Günün Yajich,South America,saphon,36
1935,puin1248,Puinave,South America,saphon,19
810,pula1262,Pular,Africa,aa,38
809,pula1263,Pulaar,Africa,aa,38
2125,pume1238,Pumé,South America,saphon,38
2758,punt1240,Punthamara,Australia,er,21
2386,puoc1238,Ksingmul,Eurasia,ea,38
87,pure1242,Tarascan,North America,spa,32
594,pure1242,TARASCAN,North America,upsid,39
2456,puri1258,Purki,Eurasia,ea,37
1971,puri1262,Puri,South America,saphon,18
2298,puxi1242,Puxi,Eurasia,ea,66
1224,pwon1235,Pwo Karen,Eurasia,ph,52
523,pwon1235,PHLONG,Eurasia,upsid,37
267,qaqe1238,BAINING,Papunesia,upsid,22
340,qaua1234,GELAO,Eurasia,upsid,43
1801,qawa1238,Kawesqar,South America,saphon,24
2144,qawa1238,Alacalufe,South America,saphon,24
211,qawa1238,QAWASQAR,South America,upsid,19
1161,qima1242,Agaw,Africa,ph,39
952,quec1382,Yuma,North America,ph,38
525,quil1240,QUILEUTE,North America,upsid,37
279,quio1240,HIGHLAND CHINANTEC,North America,upsid,41
2247,rajb1243,Rājbanshi,Eurasia,ea,43
987,rama1270,Rama,North America,ph,28
1799,ravu1237,Yerava,Eurasia,ra,39
2360,rawa1265,Rawang,Eurasia,ea,34
1634,reel1238,Thok Reel,Africa,ph,63
2663,remb1249,Rembarrnga,Australia,er,28
811,rend1243,Rendille,Africa,aa,33
1830,resi1247,Resígaro,South America,saphon,37
526,resi1247,RESIGARO,South America,upsid,35
1564,reun1238,Reunionnais,Africa,ph,42
2048,reye1240,Reyesano,South America,saphon,22
1972,rikb1245,Rikbaktsa,South America,saphon,28
2979,rita1239,Ritharrngu,Australia,er,31
2304,roma1326,Vallader Romansh,Eurasia,ea,46
2443,roma1327,Romanian,Eurasia,ea,51
165,roma1327,Rumanian,Eurasia,spa,31
527,roma1327,ROMANIAN,Eurasia,upsid,32
1546,rong1268,Ronga,Africa,ph,69
528,roto1249,ROTOKAS,Papunesia,upsid,11
311,ruka1240,RUKAI,Papunesia,upsid,27
989,rund1242,Rundi,Africa,ph,29
2261,russ1263,Russian,Eurasia,ea,42
166,russ1263,Russian,Eurasia,spa,38
530,russ1263,RUSSIAN,Eurasia,upsid,38
2317,russ1264,Buriat,Eurasia,ea,45
2343,rusy1239,Rusyn,Eurasia,ea,44
531,rutu1240,RUTUL,Eurasia,upsid,64
1489,saam1283,Lusaamia,Africa,ph,34
996,saan1246,Saanich,North America,ph,40
812,saba1262,Sabaot,Africa,aa,31
34,saba1265,Sa'ban,Papunesia,spa,46
551,saba1265,SA'BAN,Papunesia,upsid,26
995,saba1268,Sabane,South America,ph,18
1997,saba1268,Sabanê,South America,saphon,16
2361,saek1240,Saek,Eurasia,ea,44
1217,saki1248,Sakirabiá; Mekens,South America,ph,35
2101,saki1248,Sakirabiá,South America,saphon,26
2523,sala1264,Salar,Eurasia,ea,43
1146,sala1272,Salasaca Quichua,South America,ph,29
2040,sala1272,Salasca Quechua,South America,saphon,26
2043,sali1298,Sáliba,South America,saphon,30
548,sali1298,SALIBA,South America,upsid,32
992,samb1305,Samba Leko,Africa,ph,34
982,samo1303,Samo,Papunesia,ph,18
994,samr1245,Samre,Eurasia,ph,41
1652,sand1273,Sandawe,Africa,ph,64
532,sand1273,SANDAWE,Africa,upsid,54
813,sang1328,Sango,Africa,aa,44
814,sang1328,Sango,Africa,aa,42
533,sang1328,SANGO,Africa,upsid,37
1078,sanj1284,"Tlacolula Valley Zapotec; Western Tlacolula Zapotec; Zapotec, San Juan Guelavía",North America,ph,47
888,sanm1287,"Huave, San Mateo del Mar",North America,ph,24
361,sanm1287,HUAVE,North America,upsid,29
2036,sanm1289,San Martin Quechua,South America,saphon,18
100,sanm1295,Mixtec,North America,spa,32
461,sanm1295,MIXTEC,North America,upsid,25
2216,sanm1298,Itunyoso Trique,North America,ph,48
1782,sans1269,Sanskrit,Eurasia,ra,45
2550,sant1410,Santali,Eurasia,ea,57
1783,sant1410,Santali,Eurasia,ra,46
2038,sant1432,Santiago del Estero Quechua,South America,saphon,25
1236,sanu1240,Sanuma; Sanumá,South America,ph,24
2133,sanu1240,Sanumá,South America,saphon,24
2148,sanu1240,Sanömá of Kolulu,South America,saphon,31
1980,saop1235,"Kaingáng, São Paulo",South America,saphon,27
1566,saot1239,Saotomense,Africa,ph,32
997,sasa1249,Sasak,Papunesia,ph,30
1018,sata1237,Satawalese,Papunesia,ph,42
2102,sate1243,Sateré-Mawé,South America,saphon,27
1735,saur1248,Kanigke:rgotti,Eurasia,ra,42
2339,saur1249,Malto,Eurasia,ea,34
1763,saur1249,Malto,Eurasia,ra,34
559,savo1255,SAVOSAVO,Papunesia,upsid,22
1492,saxw1241,"Saxwe, Gbe",Africa,ph,38
1370,saya1246,Syan,Africa,ph,54
999,sayu1241,Popoluca de Sayula,North America,ph,25
2505,scot1243,Scots,Eurasia,ea,37
2601,scot1245,Scottish Gaelic,Eurasia,ea,82
1459,seba1251,Muher,Africa,ph,42
1463,seba1251,Gura,Africa,ph,42
1464,seba1251,Gyeto,Africa,ph,45
1000,seco1241,Secoya,South America,ph,18
2059,seco1241,Secoya,South America,saphon,26
13,seda1262,Sedang,Eurasia,spa,53
535,seda1262,SEDANG,Eurasia,upsid,55
1002,seim1238,Seimat,Papunesia,ph,28
1326,sekp1241,Likpe,Africa,ph,33
1062,sela1259,Selaru,Papunesia,ph,19
1330,sele1249,Sele,Africa,ph,33
59,sele1250,Selepet,Papunesia,spa,21
554,sele1250,SELEPET,Papunesia,upsid,21
2485,selk1253,Taz Selkup,Eurasia,ea,41
538,selk1253,SELKUP,Eurasia,upsid,34
1003,seme1247,Semelai,Eurasia,ph,51
815,sena1262,Senoufo,Africa,aa,51
76,sene1264,Seneca,North America,spa,27
536,sene1264,SENECA,North America,upsid,19
1011,sera1259,Siraiki,Eurasia,ph,83
2499,serb1264,Serbian,Eurasia,ea,34
816,sere1260,Sereer,Africa,aa,43
1147,seri1257,Seri,North America,ph,25
1004,serr1255,Serrano,North America,ph,42
25,sgaw1245,Karen,Eurasia,spa,39
430,sgaw1245,KAREN,Eurasia,upsid,36
1005,shab1252,Shabo,Africa,ph,43
2367,shan1277,Shan,Eurasia,ea,34
2423,shan1277,Shan,Eurasia,ea,32
2507,shan1277,Shan,Eurasia,ea,33
2551,shan1277,Shan,Eurasia,ea,31
1520,shan1282,Shanga,Africa,ph,37
2013,shan1283,Shanenawa,South America,saphon,18
1999,shar1245,Arara do Acre,South America,saphon,22
2014,shar1245,Sharanawa,South America,saphon,23
544,shas1239,SHASTA,North America,upsid,21
1012,shaw1249,Shawnee,North America,ph,19
2621,sheh1240,Jibbali,Eurasia,ea,38
2307,sher1255,Solu Sherpa,Eurasia,ea,50
2522,sher1255,Solu Sherpa,Eurasia,ea,47
1321,sher1258,Sherbro,Africa,ph,31
1359,shil1265,Shilluk,Africa,ph,54
1785,shin1264,Shina,Eurasia,ra,48
2015,ship1255,Shipibo,South America,saphon,24
2539,shix1238,Shixing,Eurasia,ea,88
2230,shix1238,Xumi,Eurasia,ph,66
2231,shix1238,Xumi,Eurasia,ph,67
1008,shon1251,Shona,Africa,ph,42
1949,shua1257,Shuar,South America,saphon,21
113,shua1257,Jivaro,South America,spa,24
383,shua1257,JIVARO,South America,upsid,23
2502,shum1243,Labrang Tibetan,Eurasia,ea,50
543,shus1248,SHUSWAP,North America,upsid,44
1499,shwa1239,Cwaya,Africa,ph,38
1627,siam1242,Siamou,Africa,ph,41
1010,siar1238,Siar-Lak,Papunesia,ph,22
2483,sich1238,Nuosu,Eurasia,ea,74
1080,sida1246,Sidaama; Sidamo; Sidamic,Africa,ph,35
2415,sikk1242,Denjongka,Eurasia,ea,65
1103,siks1238,Blackfoot,North America,ph,25
1414,silt1240,Silt'i,Africa,ph,56
2437,sind1272,Sindhi,Eurasia,ea,56
2508,sind1272,Sindhi,Eurasia,ea,64
1148,sind1272,Sindhi,Eurasia,ph,54
1786,sind1272,Sindhi,Eurasia,ra,61
178,sinh1246,Sinhalese,Eurasia,spa,53
545,sinh1246,SINHALESE,Eurasia,upsid,36
2060,sion1247,Siona,South America,saphon,30
550,sion1247,SIONA,South America,upsid,30
1156,sipa1247,Sipakapense Maya,North America,ph,32
2116,siri1273,Sirionó,South America,saphon,30
118,siri1273,Siriono,South America,spa,28
556,siri1273,SIRIONO,South America,upsid,28
2061,siri1274,Siriano,South America,saphon,23
817,siss1242,Sissala,Africa,aa,51
818,siss1242,Sissala,Africa,aa,42
1610,siwi1239,Siwi,Africa,ph,38
1320,siwu1238,Siwu,Africa,ph,37
2566,skol1241,Skolt Saami,Eurasia,ea,75
2455,slov1268,Slovene,Eurasia,ea,35
1149,slov1268,Slovene,Eurasia,ph,37
2447,slov1269,Slovak,Eurasia,ea,45
2209,slov1269,Slovak,Eurasia,ph,44
1108,soch1239,Sochiapan Chinantec,North America,ph,39
1456,sodd1242,Soddo,Africa,ph,41
127,soma1255,Somali,Africa,spa,52
552,soma1255,SOMALI,Africa,upsid,32
820,soni1259,Soninke,Africa,aa,39
821,soni1259,Sooninke,Africa,aa,52
1273,soni1259,soninke (kaedi (MRT)),Africa,ph,50
1476,sooo1256,Soo,Africa,ph,28
555,soqo1240,SOCOTRI,Africa,upsid,34
2526,sora1254,Sora,Eurasia,ea,26
998,sora1254,Savara,Eurasia,ph,30
1787,sora1254,Soːra,Eurasia,ra,31
2586,sout2436,Southwestern Pashto,Eurasia,ea,33
2545,sout2642,Southern Balochi,Eurasia,ea,32
2227,sout2672,Southeastern Pashayi,Eurasia,ph,40
549,sout2674,SAAMI,Eurasia,upsid,45
2442,sout2679,Võro,Eurasia,ea,44
2259,sout2697,South Azerbaijani,Eurasia,ea,33
2585,sout2729,Southern Pumi,Eurasia,ea,60
2333,sout2746,Southern Tai,Eurasia,ea,35
2472,sout2746,Southern Tai,Eurasia,ea,35
2573,sout2746,Southern Tai,Eurasia,ea,32
2625,sout2750,Kolyma Yukaghir,Eurasia,ea,36
1027,sout2750,Yukaghir (Kolyma),Eurasia,ph,33
2999,sout2770,Ngunawal,Australia,er,25
2996,sout2771,Djirringany,Australia,er,25
3000,sout2771,Thawa,Australia,er,25
734,sout2774,Ijo de l'est; Eastern Ijo,Africa,aa,44
688,sout2789,Dagaare,Africa,aa,54
1548,sout2790,Birifor,Africa,ph,52
1490,sout2795,Nouni,Africa,ph,60
1017,sout2807,Sesotho,Africa,ph,46
1292,sout2828,Madi,Africa,ph,59
2168,sout2832,Luanyjang Dinka,Africa,ph,63
1309,sout2833,"Dinka, South Central",Africa,ph,60
1194,sout2840,Bobo,Africa,ph,38
993,sout2844,Samo de Toma,Africa,ph,26
1015,sout2856,South Efate,Papunesia,ph,20
1061,sout2895,Southern Nuautl,Papunesia,ph,17
1667,sout2918,Southern Sama,Papunesia,ph,23
411,sout2949,SOUTHERN KIWAI,Papunesia,upsid,19
67,sout2956,Haida,North America,spa,50
353,sout2956,HAIDA,North America,upsid,49
69,sout2965,Salish,North America,spa,43
449,sout2965,LUSHOOTSEED,North America,upsid,37
89,sout2982,Pomo,North America,spa,38
518,sout2982,POMO,North America,upsid,32
547,sout2985,SIERRA MIWOK,North America,upsid,21
104,sout2991,Quechua,South America,spa,37
524,sout2991,QUECHUA,South America,upsid,36
480,sout2994,SOUTHERN NAMBIQUARA,South America,upsid,43
2369,spit1240,Spiti Tibetan,Eurasia,ea,40
1016,spok1245,Spokan,North America,ph,43
68,squa1248,Squamish,North America,spa,37
2303,stan1288,Spanish,Eurasia,ea,45
2308,stan1288,Spanish,Eurasia,ea,25
2210,stan1288,Spanish,Eurasia,ph,38
164,stan1288,Spanish,Eurasia,spa,25
553,stan1288,SPANISH,Eurasia,upsid,25
2425,stan1289,Catalan,Eurasia,ea,34
2555,stan1289,Catalan,Eurasia,ea,35
2594,stan1289,Catalan,Eurasia,ea,35
1138,stan1289,Catalan,Eurasia,ph,39
2269,stan1290,French,Eurasia,ea,34
2182,stan1290,French,Eurasia,ph,36
162,stan1290,French,Eurasia,spa,40
331,stan1290,FRENCH,Eurasia,upsid,37
2252,stan1293,English,Africa,ea,44
2515,stan1293,English,Africa,ea,40
2175,stan1293,English (American),Africa,ph,39
2176,stan1293,American English,Africa,ph,39
2177,stan1293,English (Australian),Africa,ph,44
2178,stan1293,English (British),Africa,ph,40
2179,stan1293,English (New Zealand),Africa,ph,45
2180,stan1293,English (British),Africa,ph,39
160,stan1293,English,Africa,spa,40
2398,stan1295,German,Eurasia,ea,40
2184,stan1295,German,Eurasia,ph,40
161,stan1295,German,Eurasia,spa,39
304,stan1295,GERMAN,Eurasia,upsid,41
2223,stan1306,Standard Malay,Eurasia,ph,30
32,stan1306,Malay,Eurasia,spa,27
2157,stan1318,Arabic,Eurasia,ph,37
2493,stan1325,Latvian,Eurasia,ea,42
2264,stod1241,Tod Tibetan,Eurasia,ea,41
1645,suba1252,Kisimbiti,Africa,ph,39
1202,subi1246,Subiya,Africa,ph,51
659,suda1236,Arabe,Africa,aa,62
558,suen1241,SUENA,Papunesia,upsid,18
1317,suga1248,Nizaa,Africa,ph,90
2605,suii1243,Sui,Eurasia,ea,61
560,suii1243,SUI,Eurasia,upsid,54
1568,suku1261,Sukuma,Africa,ph,57
1639,sumb1240,Sisumbwa,Africa,ph,32
2211,sumi1235,Sumi,Eurasia,ph,41
1784,sumi1235,Sema,Eurasia,ra,49
35,sund1252,Sundanese,Papunesia,spa,26
1209,suri1267,Suri,Africa,ph,31
1174,surs1246,Sursurunga,Papunesia,ph,21
2103,suru1262,Suruí,South America,saphon,29
1850,suru1263,Suruahá,South America,saphon,23
822,susu1250,Soso,Africa,aa,35
1973,suya1243,Suyá,South America,saphon,28
1974,suya1243,Tapayuna,South America,saphon,31
2392,svan1243,Svan,Eurasia,ea,47
823,swah1253,Swahili,Africa,aa,37
145,swah1253,Swahili,Africa,spa,36
2554,swed1254,Swedish,Eurasia,ea,35
1150,swed1254,Swedish,Eurasia,ph,35
